,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
362,"Rose, Derrick",2008,Y,201565,derrick_rose,1,CHI,Chicago,bulls,1610612741,Bulls,2015
363,"Ross, Terrence",2012,Y,203082,terrence_ross,1,TOR,Toronto,raptors,1610612761,Raptors,2015
364,"Rozier, Terry",2015,Y,1626179,terry_rozier,1,BOS,Boston,celtics,1610612738,Celtics,2015
365,"Rubio, Ricky",2011,Y,201937,ricky_rubio,1,MIN,Minnesota,timberwolves,1610612750,Timberwolves,2015
366,"Rudez, Damjan",2014,Y,204014,damjan_rudez,1,MIN,Minnesota,timberwolves,1610612750,Timberwolves,2015
367,"Rush, Brandon",2008,Y,201575,brandon_rush,1,GSW,Golden State,warriors,1610612744,Warriors,2015
368,"Russell, D'Angelo",2015,Y,1626156,dangelo_russell,1,LAL,Los Angeles,lakers,1610612747,Lakers,2015
369,"Sacre, Robert",2012,Y,203135,robert_sacre,1,LAL,Los Angeles,lakers,1610612747,Lakers,2015
370,"Sampson, JaKarr",2014,Y,203960,jakarr_sampson,1,PHI,Philadelphia,sixers,1610612755,76ers,2015
371,"Schroder, Dennis",2013,Y,203471,dennis_schroder,1,ATL,Atlanta,hawks,1610612737,Hawks,2015
372,"Scola, Luis",2007,Y,2449,luis_scola,1,TOR,Toronto,raptors,1610612761,Raptors,2015
373,"Scott, Mike",2012,Y,203118,mike_scott,1,ATL,Atlanta,hawks,1610612737,Hawks,2015
374,"Sefolosha, Thabo",2006,Y,200757,thabo_sefolosha,1,ATL,Atlanta,hawks,1610612737,Hawks,2015
375,"Seraphin, Kevin",2010,Y,202338,kevin_seraphin,1,NYK,New York,knicks,1610612752,Knicks,2015
376,"Sessions, Ramon",2007,Y,201196,ramon_sessions,1,WAS,Washington,wizards,1610612764,Wizards,2015
377,"Shumpert, Iman",2011,Y,202697,iman_shumpert,1,CLE,Cleveland,cavaliers,1610612739,Cavaliers,2015
378,"Simmons, Jonathon",2015,Y,203613,jonathon_simmons,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
379,"Singler, Kyle",2012,Y,202713,kyle_singler,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
380,"Sloan, Donald",2011,Y,202388,donald_sloan,1,BKN,Brooklyn,nets,1610612751,Nets,2015
381,"Smart, Marcus",2014,Y,203935,marcus_smart,1,BOS,Boston,celtics,1610612738,Celtics,2015
382,"Smith, Ish",2010,Y,202397,ish_smith,1,PHI,Philadelphia,sixers,1610612755,76ers,2015
383,"Smith, J.R.",2004,Y,2747,jr_smith,1,CLE,Cleveland,cavaliers,1610612739,Cavaliers,2015
384,"Smith, Jason",2007,Y,201160,jason_smith,1,ORL,Orlando,magic,1610612753,Magic,2015
385,"Smith, Josh",2004,Y,2746,josh_smith,1,LAC,Los Angeles,clippers,1610612746,Clippers,2015
386,"Smith, Russ",2014,Y,203893,russ_smith,0,,,,0,,2015
387,"Snell, Tony",2013,Y,203503,tony_snell,1,CHI,Chicago,bulls,1610612741,Bulls,2015
388,"Speights, Marreese",2008,Y,201578,marreese_speights,1,GSW,Golden State,warriors,1610612744,Warriors,2015
389,"Splitter, Tiago",2010,Y,201168,tiago_splitter,1,ATL,Atlanta,hawks,1610612737,Hawks,2015
390,"Stauskas, Nik",2014,Y,203917,nik_stauskas,1,PHI,Philadelphia,sixers,1610612755,76ers,2015
391,"Stephenson, Lance",2010,Y,202362,lance_stephenson,1,LAC,Los Angeles,clippers,1610612746,Clippers,2015
392,"Stokes, Jarnell",2014,Y,203950,jarnell_stokes,1,MIA,Miami,heat,1610612748,Heat,2015
393,"Stoudemire, Amar'e",2002,Y,2405,amare_stoudemire,1,MIA,Miami,heat,1610612748,Heat,2015
394,"Stuckey, Rodney",2007,Y,201155,rodney_stuckey,1,IND,Indiana,pacers,1610612754,Pacers,2015
395,"Sullinger, Jared",2012,Y,203096,jared_sullinger,1,BOS,Boston,celtics,1610612738,Celtics,2015
396,"Tavares, Walter",2015,Y,204002,walter_tavares,1,ATL,Atlanta,hawks,1610612737,Hawks,2015
397,"Teague, Jeff",2009,Y,201952,jeff_teague,1,ATL,Atlanta,hawks,1610612737,Hawks,2015
398,"Teletovic, Mirza",2012,Y,203141,mirza_teletovic,1,PHX,Phoenix,suns,1610612756,Suns,2015
399,"Temple, Garrett",2009,Y,202066,garrett_temple,1,WAS,Washington,wizards,1610612764,Wizards,2015
400,"Terry, Jason",1999,Y,1891,jason_terry,1,HOU,Houston,rockets,1610612745,Rockets,2015
401,"Thomas, Isaiah",2011,Y,202738,isaiah_thomas,1,BOS,Boston,celtics,1610612738,Celtics,2015
402,"Thomas, Lance",2011,Y,202498,lance_thomas,1,NYK,New York,knicks,1610612752,Knicks,2015
403,"Thompson, Hollis",2013,Y,203138,hollis_thompson,1,PHI,Philadelphia,sixers,1610612755,76ers,2015
404,"Thompson, Jason",2008,Y,201574,jason_thompson,1,GSW,Golden State,warriors,1610612744,Warriors,2015
405,"Thompson, Klay",2011,Y,202691,klay_thompson,1,GSW,Golden State,warriors,1610612744,Warriors,2015
406,"Thompson, Tristan",2011,Y,202684,tristan_t_thompson,1,CLE,Cleveland,cavaliers,1610612739,Cavaliers,2015
407,"Thornton, Marcus",2009,Y,201977,marcus_t_thornton,1,HOU,Houston,rockets,1610612745,Rockets,2015
408,"Tolliver, Anthony",2008,Y,201229,anthony_tolliver,1,DET,Detroit,pistons,1610612765,Pistons,2015
409,"Towns, Karl-Anthony",2015,Y,1626157,karl-anthony_towns,1,MIN,Minnesota,timberwolves,1610612750,Timberwolves,2015
410,"Tucker, PJ",2006,Y,200782,pj_tucker,1,PHX,Phoenix,suns,1610612756,Suns,2015
411,"Turner, Evan",2010,Y,202323,evan_turner,1,BOS,Boston,celtics,1610612738,Celtics,2015
412,"Turner, Myles",2015,Y,1626167,myles_turner,1,IND,Indiana,pacers,1610612754,Pacers,2015
413,"Udrih, Beno",2004,Y,2757,beno_udrih,1,MIA,Miami,heat,1610612748,Heat,2015
414,"Valanciunas, Jonas",2012,Y,202685,jonas_valanciunas,1,TOR,Toronto,raptors,1610612761,Raptors,2015
415,"Varejao, Anderson",2004,Y,2760,anderson_varejao,1,CLE,Cleveland,cavaliers,1610612739,Cavaliers,2015
416,"Vasquez, Greivis",2010,Y,202349,greivis_vasquez,1,MIL,Milwaukee,bucks,1610612749,Bucks,2015
417,"Vaughn, Rashad",2015,Y,1626173,rashad_vaughn,1,MIL,Milwaukee,bucks,1610612749,Bucks,2015
418,"Villanueva, Charlie",2005,Y,101111,charlie_villanueva,1,DAL,Dallas,mavericks,1610612742,Mavericks,2015
419,"Vonleh, Noah",2014,Y,203943,noah_vonleh,1,POR,Portland,blazers,1610612757,Trail Blazers,2015
420,"Vucevic, Nikola",2011,Y,202696,nikola_vucevic,1,ORL,Orlando,magic,1610612753,Magic,2015
421,"Vujacic, Sasha",2004,Y,2756,sasha_vujacic,1,NYK,New York,knicks,1610612752,Knicks,2015
422,"Wade, Dwyane",2003,Y,2548,dwyane_wade,1,MIA,Miami,heat,1610612748,Heat,2015
423,"Waiters, Dion",2012,Y,203079,dion_waiters,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
424,"Walker, Kemba",2011,Y,202689,kemba_walker,1,CHA,Charlotte,hornets,1610612766,Hornets,2015
425,"Wall, John",2010,Y,202322,john_wall,1,WAS,Washington,wizards,1610612764,Wizards,2015
426,"Warren, TJ",2014,Y,203933,tj_warren,1,PHX,Phoenix,suns,1610612756,Suns,2015
427,"Watson, CJ",2007,Y,201228,cj_watson,1,ORL,Orlando,magic,1610612753,Magic,2015
428,"Weems, Sonny",2008,Y,201603,sonny_weems,1,PHX,Phoenix,suns,1610612756,Suns,2015
429,"West, David",2003,Y,2561,david_west,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
430,"Westbrook, Russell",2008,Y,201566,russell_westbrook,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
431,"Whiteside, Hassan",2010,Y,202355,hassan_whiteside,1,MIA,Miami,heat,1610612748,Heat,2015
432,"Whittington, Shayne",2014,Y,203963,shayne_whittington,1,IND,Indiana,pacers,1610612754,Pacers,2015
433,"Wiggins, Andrew",2014,Y,203952,andrew_wiggins,1,MIN,Minnesota,timberwolves,1610612750,Timberwolves,2015
434,"Wilcox, CJ",2014,Y,203912,cj_wilcox,1,LAC,Los Angeles,clippers,1610612746,Clippers,2015
435,"Williams, Deron",2005,Y,101114,deron_williams,1,DAL,Dallas,mavericks,1610612742,Mavericks,2015
436,"Williams, Derrick",2011,Y,202682,derrick_williams,1,NYK,New York,knicks,1610612752,Knicks,2015
437,"Williams, Lou",2005,Y,101150,louis_williams,1,LAL,Los Angeles,lakers,1610612747,Lakers,2015
438,"Williams, Marvin",2005,Y,101107,marvin_williams,1,CHA,Charlotte,hornets,1610612766,Hornets,2015
439,"Williams, Mo",2003,Y,2590,maurice_williams,1,CLE,Cleveland,cavaliers,1610612739,Cavaliers,2015
440,"Winslow, Justise",2015,Y,1626159,justise_winslow,1,MIA,Miami,heat,1610612748,Heat,2015
441,"Withey, Jeff",2013,Y,203481,jeff_withey,1,UTA,Utah,jazz,1610612762,Jazz,2015
442,"Wood, Christian",2015,Y,1626174,christian_wood,1,PHI,Philadelphia,sixers,1610612755,76ers,2015
443,"World Peace, Metta",1999,Y,1897,metta_world_peace,1,LAL,Los Angeles,lakers,1610612747,Lakers,2015
444,"Wright, Brandan",2007,Y,201148,brandan_wright,1,MEM,Memphis,grizzlies,1610612763,Grizzlies,2015
445,"Wright, Delon",2015,Y,1626153,delon_wright,1,TOR,Toronto,raptors,1610612761,Raptors,2015
446,"Wroten, Tony",2012,Y,203100,tony_wroten,0,,,,0,,2015
447,"Young, James",2014,Y,203923,james_young,1,BOS,Boston,celtics,1610612738,Celtics,2015
448,"Young, Joe",2015,Y,1626202,joe_young,1,IND,Indiana,pacers,1610612754,Pacers,2015
449,"Young, Nick",2007,Y,201156,nick_young,1,LAL,Los Angeles,lakers,1610612747,Lakers,2015
450,"Young, Thaddeus",2007,Y,201152,thaddeus_young,1,BKN,Brooklyn,nets,1610612751,Nets,2015
451,"Zeller, Cody",2013,Y,203469,cody_zeller,1,CHA,Charlotte,hornets,1610612766,Hornets,2015
452,"Zeller, Tyler",2012,Y,203092,tyler_zeller,1,BOS,Boston,celtics,1610612738,Celtics,2015
